LON,LAT,EDO,CLAVE,ESTACION,may-22
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",18.04
-99.206111,19.436389,DF,POLANCO,"Polanco, Cd. de MÈx. UNAM*",68.64
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",22.88
-99.094722,19.482222,DF,PREPA3,"Prepa 3, Cd. de MÈx. UNAM*",7.18
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",24.38
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",17.52
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",19.31
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",18.79
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",24.38
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",72.38
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",27.18
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",76.71
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",19.81
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",21.08
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",5.06
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",15.75
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. Unam*, Cd. de MÈx. INIFAP*",22.17
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",23.49
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÈx.",17.27
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",29.46
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",14.48
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",7.37
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",23.99
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",7.61
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",12.44
-98.960556,19.320833,DF,SSCDF,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx.",8.13
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",68.79
-99.196389,19.403611,DF,TACUBAYAob,"Observatorio de Tacubaya, Cd. de MÈx. SMN*",26.9
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",20.48
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",0.76
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",36.58
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",23.37
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",5.58
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",34.02
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",25.86
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",26.93
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",21.59
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",17.52
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",30.23
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",0
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa LucÌa), Cd. de MÈx.",29.72
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",0.25
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",14.32
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",18.81
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",3.01
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",0.02
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",4.52
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.01
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",0
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",0
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",0.02
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0.01
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",0.02
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",0.02
-105.955556,25.934722,DGO,GNCDR,"GuanacevÌ, Dgo.",0
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",4.11
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",31.9
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0.2
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",1.32
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",18
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",2.02
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",0
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",3
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",0
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",5.3
-103.736944,24.401111,DGO,NIRDR,"Granja Nirvana, Dgo.",0
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",2
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",0.54
-104.034167,24.791111,DGO,PBLDR,"PeÒÛn Blanco, Dgo.",0
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",0.01
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",0.01
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",1.1
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",2.5
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",0
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",12
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",0.01
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",30.5
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",0.31
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0.03
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0.05
-105.722222,25.3375,DGO,TEPEHUANESob,"Observatorio de Tepehuanes, Dgo. SMN*",3
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",3
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",4
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",0
-103.836111,24.736667,DGO,YRBDR,"Yerbanis, Dgo.",0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",82.5
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",73.3
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",47.1
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",48.4
-100.44,17.209444,GRO,ATOYAC,"Atoyac, Gro. SMN*",32.4
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",9.7
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",132.2
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",40
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",50.2
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",26
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",51.6
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",86.9
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",38.7
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",8.5
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",32.9
-99.686111,17.148056,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",91
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",33
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",72
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",55.55
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",36.1
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",27
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",70.5
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",43.08
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",97.3
-98.735,17.777222,GRO,OLNGR,"Olinal·, Gro.",88.5
-102.123056,17.984444,GRO,PETACALCO,"Petacalco, Gro. SMN*",0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",97
-99.591667,17.938889,GRO,PUENTEMEZCALCFE,"Puente Mezcal, Gro. CFE*",34.4
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",21.9
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",15
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",42.1
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",100.1
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",8
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",82.9
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",68.2
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",87.5
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",28.7
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",78.1
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",9.4
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",51.7
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",6.1
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",8.6
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",1.51
-100.712222,20.0325,GTO,ACNGJ,"Ac·mbaro, Gto.",5.04
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",7.21
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",6
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",1.52
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",19.42
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",7.1
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",2.13
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",0.02
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",14
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",4.4
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",0.01
-100.962778,20.487778,GTO,CRTGJ,"Cort·zar, Gto.",0
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",3.71
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",0.5
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",12
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",0.6
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",0.03
-101.244444,20.872222,GTO,ECHGJ,"El ChapÌn, Gto.",0.03
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",14.1
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",1.1
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",3.56
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",8
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",3.92
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",0.02
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",4
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",0
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",0.02
-101.693333,21.136389,GTO,LENGJ,"LeÛn, Gto.",3
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",3
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",1
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",4
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",24.7
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",2.28
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",0
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",4.7
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",0.8
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",6.5
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",4.9
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",14.35
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",0.8
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",0.82
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",1
-100.669722,20.055278,GTO,SLSGJ,"SolÌs, Gto.",3.53
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",4.5
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",10.5
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",21.88
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",31.72
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",0.04
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",5
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",0.62
-98.416667,21.15,HDO,HJTHD,"Huejutla, Hgo.",19
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",35.5
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",0
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",16.02
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",52
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",35.2
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",6
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",6.7
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",1
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",0
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",44
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",35.1
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",8.31
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",5.78
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",4.01
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",26.02
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",3.01
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",4.61
-99.390833,20.740278,HGO,ZIMAPAN,"Zimap·n, Hgo. SMN*",12.8
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",13
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",9.76
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",5.5
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",37.6
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",10.9
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",4
-103.782778,21.831667,JAL,BLNJL,"BolaÒos, Jal.",0
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzm·n, Jal. SMN*",7
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm·n, Jal.",7
-105.044722,19.498611,JAL,CHAMELA,"Chamela Cuixmala, Jal. SMN*",0
-104.555278,19.627778,JAL,CHFJL,"El ChiflÛn, Jal.",0
-102.774167,19.287778,JAL,CHLMC,"ConstituciÛn de Apatzing·n, Jal.",8
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",0
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotl·n, Jal.",2.8
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0.4
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0.73
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",38.1
-102.976111,20.681389,JAL,EGCJL,"Ing. ElÌas Gonz·lez Ch·vez, Jal.",12.6
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",7.9
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",14.9
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",0
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",32.51
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",20.4
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",13.8
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",6.2
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",36.7
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",5.54
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",5.8
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",6.2
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",9.11
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo ElÌas Ayub, Jal.",0
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",19.41
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",1.7
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",8.51
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatl·n 1, Jal. SMN*",0
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",0.01
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",5.54
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",1.3
-103.044167,20.169167,JAL,TIZJL,"Tizap·Ån, Jal. SMN*",44.8
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",27.91
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",4.8
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",3.2
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",1.9
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",34.75
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",35
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",39.9
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",21.3
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, MÈx. SMN*",19.6
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",49.61
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",73.5
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÈx. SMN*",34.8
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",35.3
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",35.05
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",33.41
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, MÈx",0.4
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",4.06
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",8.38
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",46
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",18.5
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",20.2
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",73.5
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",105.84
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",26.51
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",6
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",29.46
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",46.6
-99.352222,19.295,MEX,EZCDF,"El Zarco, MÈx.",0
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, MÈx.",39
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",13.87
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",27.58
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",13.51
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",31
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",125.2
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",14.2
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",38.01
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",10.88
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",55
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",42.67
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",59.18
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",0
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",30.51
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",41.4
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",35.05
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",8.38
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",18
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",4.31
-99.728333,18.928333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",58.5
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",17
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",35.02
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",41.4
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",20.2
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",4
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",21
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",10.4
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",38.22
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",12.31
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",39
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",107
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",19.63
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",21
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",84.1
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",12
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx",14.4
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",19.31
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",62.81
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÈx.",26.01
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",49.17
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",67.6
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",38.22
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",49.53
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",52.9
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",61.5
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",21.01
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, MÈx.",32.01
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",10.92
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",29.5
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, MÈx.",11.18
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",34.29
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",16.5
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",26.5
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",0.2
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",4
