LON,LAT,EDO,CLAVE,ESTACION,abr-22
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de MÈx.",49.3
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",80
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",49.7
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",55.6
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",5.8
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",67.1
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",50.3
-99.206111,19.436389,DF,POLANCO,"Polanco, Cd. de MÈx. UNAM*",49.1
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",58.1
-99.094722,19.482222,DF,PREPA3,"Prepa 3, Cd. de MÈx. UNAM*",61.4
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",52
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",33.5
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",38.9
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",55.9
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",58.2
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",62.5
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",59.7
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",36.8
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",52.6
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",73.7
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",62.5
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",50.3
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. Unam*, Cd. de MÈx. INIFAP*",89
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",73.2
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÈx.",49.3
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",105.6
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",38.1
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",27.2
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",33.6
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",69.9
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",57.4
-98.960556,19.320833,DF,SSCDF,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx.",28.2
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",46.9
-99.196389,19.403611,DF,TACUBAYAob,"Observatorio de Tacubaya, Cd. de MÈx. SMN*",46.8
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",72.8
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",60
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",59.7
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",58.4
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",36.8
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",65
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",33.1
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",63
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",51.1
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",58.4
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",78.5
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",20.1
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa LucÌa), Cd. de MÈx.",86.6
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",2
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",44.6
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",81.5
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",1.5
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",16.5
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",8.5
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",3.2
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",1
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",14.3
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",1.5
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",5.7
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",0
-105.955556,25.934722,DGO,GNCDR,"GuanacevÌ, Dgo.",0
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0.2
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",6.8
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",0.9
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",6.1
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",0
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",8
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",3.6
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",0
-103.736944,24.401111,DGO,NIRDR,"Granja Nirvana, Dgo.",3.2
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",10.3
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",1
-104.034167,24.791111,DGO,PBLDR,"PeÒÛn Blanco, Dgo.",12.5
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",0
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",6.5
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",9.5
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",7.8
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",0.8
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",19
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",25
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",7
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",9
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",16
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",0
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",4.5
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",1
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0
-105.722222,25.3375,DGO,TEPEHUANESob,"Observatorio de Tepehuanes, Dgo. SMN*",0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",11
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",10.1
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",1.2
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",7.5
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",7
-103.836111,24.736667,DGO,YRBDR,"Yerbanis, Dgo.",0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",16
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",10.4
-100.44,17.209444,GRO,ATOYAC,"Atoyac, Gro. SMN*",0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0.5
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",31
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",4
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",29.8
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",35.2
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",0
-99.686111,17.148056,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",13.4
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",25.5
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",14.3
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",5.1
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",7
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",18.4
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",12.8
-98.735,17.777222,GRO,OLNGR,"Olinal·, Gro.",41
-102.123056,17.984444,GRO,PETACALCO,"Petacalco, Gro. SMN*",0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",30
-99.591667,17.938889,GRO,PUENTEMEZCALCFE,"Puente Mezcal, Gro. CFE*",1.8
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",0
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",23.8
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",0
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",31.8
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",25.7
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",27.5
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",23.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",35.6
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",0
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",0
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",0
-100.712222,20.0325,GTO,ACNGJ,"Ac·mbaro, Gto.",4.1
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",15.1
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",22
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",29.5
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",7
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",21.3
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",9.8
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",18.6
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",2.2
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",32.6
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",0
-100.962778,20.487778,GTO,CRTGJ,"Cort·zar, Gto.",4
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",17
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",8.8
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",9.8
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",7
-101.244444,20.872222,GTO,ECHGJ,"El ChapÌn, Gto.",0
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",3.1
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",2.8
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",5.8
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",19
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",2.2
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",4.2
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",3
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",3.5
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",6.5
-101.693333,21.136389,GTO,LENGJ,"LeÛn, Gto.",15
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",28
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",1
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",4
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",0
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",10.7
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",3
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",0
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",0
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",9.2
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",2.1
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",8.7
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",12.3
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",0
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",0
-100.669722,20.055278,GTO,SLSGJ,"SolÌs, Gto.",8
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",10.9
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",6.9
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",9.3
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",7.6
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",0
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",11
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",15.5
-98.416667,21.15,HDO,HJTHD,"Huejutla, Hgo.",83.5
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",99
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",10
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",128.9
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",16.8
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",10.3
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",41.8
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",1.6
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",20
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",13
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",22
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",27.9
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",11
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",11
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",4
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",21.6
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",10.7
-99.390833,20.740278,HGO,ZIMAPAN,"Zimap·n, Hgo. SMN*",24.8
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",42.4
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",5.7
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",12
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",0
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",3.4
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",0
-103.782778,21.831667,JAL,BLNJL,"BolaÒos, Jal.",0
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzm·n, Jal. SMN*",16
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm·n, Jal.",14.2
-105.044722,19.498611,JAL,CHAMELA,"Chamela Cuixmala, Jal. SMN*",0
-104.555278,19.627778,JAL,CHFJL,"El ChiflÛn, Jal.",0
-102.774167,19.287778,JAL,CHLMC,"ConstituciÛn de Apatzing·n, Jal.",0
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",0
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotl·n, Jal.",0
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",0
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",8.3
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0.2
-102.976111,20.681389,JAL,EGCJL,"Ing. ElÌas Gonz·lez Ch·vez, Jal.",4.9
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",0
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",6.5
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",0
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",0
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",0
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",11.8
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",0
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",2.2
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",0
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",2
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",1.1
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo ElÌas Ayub, Jal.",0
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",2.7
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",0
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatl·n 1, Jal. SMN*",0
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",0.4
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",2.5
-103.044167,20.169167,JAL,TIZJL,"Tizap·Ån, Jal. SMN*",0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",1.8
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",0
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",0
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",45
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",76
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",42.2
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, MÈx. SMN*",55.2
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",72.7
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",58.3
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",48
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÈx. SMN*",62.4
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",37.1
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",36.6
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",57.2
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",23.6
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",21.6
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",42.5
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",31.6
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",72.6
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",58.3
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",61.3
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",0
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",38
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",40.4
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",46.5
-99.352222,19.295,MEX,EZCDF,"El Zarco, MÈx.",2
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, MÈx.",52
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",37.5
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",30.6
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",9.5
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",17.2
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",96.6
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",58.7
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",26.5
-98.978611,19.357778,MEX,LOSREYES,"Los Reyes, MÈx. UNAM*",29.2
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",11
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",41.1
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",86.4
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",0
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",22
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",34.3
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",52.1
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",23.4
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",19
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",35.1
-99.728333,18.928333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",62
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",73
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",56.8
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",34.5
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",72.6
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",4
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",14
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",33.6
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",42
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",65.3
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",38.2
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",71
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",112.1
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",36.1
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",28
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",88
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",45.5
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx",26.7
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",41.9
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",9.8
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",41.9
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",63
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",46.6
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",63.9
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",70.1
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",30.5
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",17
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, MÈx.",41
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",0
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",3
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, MÈx.",0.3
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",47
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",51
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",15.3
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",1.2
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",0
